OTUID,265MR,263MR,261MR,264MR,262MR,26M6ScR,26M2ScR,26M14R,26M19R,26M4ScR,26CFR,26BFR,26DFR,26AFR,26EFR,26FP3R,26FP7R,26FP16R,26FP8R,26FP12R,4110MR,41JMR,41IMR,41GMR,41EMR,41M11R,41M12R,41M13R,41M14R,41M15R,41JFR,41AFR,41DFR,41FR,41FFR,41FP16R,41FP17R,41FP18R,41FP19R,41FP20R,26MVAR,26MVBR,26MVDR,26MVER,26M5R,26M2R,26M9R,26M6R,26FV1R,26FV2R,26FV3R,26FV4R,26FV5R,26H2R,26H4R,26H7R,26H8R,26H3R,41MVAR,41MVBR,41MVCR,41MVDR,41MVER,M1R,M3R,M4R,M5R,M2R,41FV1R,41FV2R,41FV3R,41FV4R,41FV5R,H31R,H32R,H33R,H34R,H35R
cf4663e568af044475d71cf41455b4d6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,22,0,0,9,11,3,0,0,0,0,0,2,8,0,0,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,0,0,0
6a73f683bf96f4ffdd3daca8375c29f9,0,4,48,0,18,49,44,49,5,89,0,0,0,8,7,30,0,430,71,41,0,1,9,10,13,5,0,0,61,27,0,0,0,0,0,2,138,56,74,208,11,81,706,368,9,7,40,41,62,6,117,94,65,86,32,52,42,0,12,5,4,6,96,37,55,39,27,27,22,6,0,0,0,4,3,30,6,5
2215fda718f2798e7e94648af4e01b1c,0,0,6,0,6,12,5,7,0,24,0,4,0,3,2,12,0,0,24,0,0,0,0,2,0,134,2,0,10,29,1,0,0,0,4,0,0,0,0,7,5,10,266,89,3,4,16,0,0,4,4,3,0,20,5,47,4508,10,1,0,19,0,0,5,0,0,0,5,0,0,0,0,140,1,6,1,0,0
8033a7d22c7513e4bffd2ac194c695fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,3,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0
48eba04a4c6ea4f83699ebdc7a48b4dd,0,0,0,0,0,2,2,0,0,0,0,0,0,4,1,0,0,15,0,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,0,21,0,1,0,0,0,8,0,0,7,56,0,0,5,1,1,0,20,41,0,3,0,0,3,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,8,0,0
9c609ba77a16d66dd36d7183ac3b6cec,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,7,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,5
25bfef134d9efb44530ab2f93764e27d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,2,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6d2830e6c40742dbd5be3ff76cbbaedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495b58edf87c64625f022d0a9311fdfb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
244107d6482aeb20bd564cf2c0b31881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
